clone	day	color	metacell	x_proj	y_proj
WZM0076277	4E1	d_33	#F564E3	47	867.196033264301	539.924275095652
WZM0076278	4E1	d_33	#F564E3	34	616.079720983457	663.289536844797
WZM0076279	4E1	d_33	#F564E3	35	615.815533468256	665.417673739872
WZM0076280	4E1	d_33	#F564E3	36	571.431721713907	671.402193146082
WZM0076281	4E1	d_33	#F564E3	35	594.369443485003	663.03371354905
WZM0076282	4E1	d_33	#F564E3	36	569.654843237623	636.070784266857
WZM0076283	4E1	d_33	#F564E3	24	572.112531614306	699.533378784978
WZM0076284	4E1	d_33	#F564E3	35	576.400465002281	631.289257586028
WZM0076285	4E1	d_33	#F564E3	34	574.91096153782	645.296150590694
WZM0076286	4E1	d_33	#F564E3	35	585.988596700901	610.560672428941
WZM0076287	4E1	d_33	#F564E3	36	606.761311980664	671.001295970518
WZM0076288	4E1	d_33	#F564E3	28	479.5561996255	667.910572441082
WZM0076290	4E1	d_33	#F564E3	36	578.246556044297	621.287070906839
WZM0076291	4E1	d_33	#F564E3	36	545.427708654043	635.127497165787
WZM0076292	4E1	d_33	#F564E3	36	585.200723843328	680.831792315618
WZM0076293	4E1	d_33	#F564E3	24	532.164866473228	673.266333956723
WZM0076294	4E1	d_33	#F564E3	36	597.836477071943	629.360475497599
WZM0076295	4E1	d_33	#F564E3	35	582.148669228364	632.70217234507
WZM0076296	4E1	d_33	#F564E3	36	579.414876409189	700.357344713793
WZM0076297	4E1	d_33	#F564E3	34	631.869497735475	671.874751819493
WZM0076298	4E1	d_33	#F564E3	36	580.125024722669	667.818191366695
WZM0076299	4E1	d_33	#F564E3	35	560.594435309116	604.862764763315
WZM0076300	4E1	d_33	#F564E3	36	564.331723269664	635.480365688125
WZM0076301	4E1	d_33	#F564E3	36	583.148575722712	657.511937654146
WZM0076302	4E1	d_33	#F564E3	34	629.972540720066	678.535207860888
WZM0076303	4E1	d_33	#F564E3	36	562.982627995414	638.44211404992
WZM0076304	4E1	d_33	#F564E3	35	591.806205612466	657.222322022543
WZM0076305	4E1	d_33	#F564E3	35	569.309506956053	606.82199701548
WZM0076306	4E1	d_33	#F564E3	34	623.170621907267	655.875581994679
WZM0076307	4E1	d_33	#F564E3	36	583.961543617197	678.149343402993
WZM0076308	4E1	d_33	#F564E3	36	570.138876578267	640.179180264861
WZM0076309	4E1	d_33	#F564E3	49	759.496210071143	605.108208589745
WZM0076310	4E1	d_33	#F564E3	36	582.900724334238	632.459573062972
WZM0076311	4E1	d_33	#F564E3	45	882.70235755236	564.839106587131
WZM0076312	4E1	d_33	#F564E3	36	564.704150914884	629.753082590548
WZM0076313	4E1	d_33	#F564E3	36	558.466569725318	653.575931598489
WZM0076314	4E1	d_33	#F564E3	36	555.852326150321	601.447222424201
WZM0076315	4E1	d_33	#F564E3	36	614.884936850149	631.99517919359
WZM0076316	4E1	d_33	#F564E3	35	580.897533332702	601.771997255074
WZM0076317	4E1	d_33	#F564E3	33	539.036023256777	559.374593936578
WZM0076318	4E1	d_33	#F564E3	36	571.307764405027	671.657747783175
WZM0076319	4E1	d_33	#F564E3	35	569.218788983924	639.596412244751
WZM0076320	4E1	d_33	#F564E3	36	605.367340924469	671.725493536985
WZM0076321	4E1	d_33	#F564E3	36	593.180861670245	646.18968676234
WZM0076322	4E1	d_33	#F564E3	35	545.327385440554	569.292079540556
WZM0076323	4E1	d_33	#F564E3	36	557.475193928904	625.504870272707
WZM0076324	4E1	d_33	#F564E3	36	626.636902925683	688.98879351934
WZM0076325	4E1	d_33	#F564E3	35	605.505134921682	652.006752150471
WZM0076326	4E1	d_33	#F564E3	36	531.514565259967	631.222277043887
WZM0076327	4E1	d_33	#F564E3	36	543.231776825175	644.718361145395
WZM0076328	4E1	d_33	#F564E3	36	611.577118640442	639.139537003861
WZM0076329	4E1	d_33	#F564E3	36	533.343468504424	673.893072227063
WZM0076330	4E1	d_33	#F564E3	35	560.35075101616	635.520279708592
WZM0076331	4E1	d_33	#F564E3	36	555.474672427461	654.606324748581
WZM0076332	4E1	d_33	#F564E3	49	817.649719912581	590.966161484127
WZM0076333	4E1	d_33	#F564E3	33	558.361340079202	519.799950382181
WZM0076334	4E1	d_33	#F564E3	32	592.968627877252	662.824393162031
WZM0076335	4E1	d_33	#F564E3	39	211.22319319268	771.268539985913
WZM0076336	4E1	d_33	#F564E3	36	586.217996393255	651.356609753045
WZM0076337	4E1	d_33	#F564E3	36	542.32383968442	649.943899976254
WZM0076338	4E1	d_33	#F564E3	36	595.300805831032	657.227586857514
WZM0076339	4E1	d_33	#F564E3	34	626.441244282476	683.227614012736
WZM0076340	4E1	d_33	#F564E3	36	568.753899197175	651.668109894612
WZM0076341	4E1	d_33	#F564E3	34	602.46546343066	649.199620519489
WZM0076342	4E1	d_33	#F564E3	35	540.313966723459	606.789000751435
WZM0076343	4E1	d_33	#F564E3	36	565.117933108837	678.647817222125
WZM0076344	4E1	d_33	#F564E3	35	573.67841905814	633.678271561013
WZM0076345	4E1	d_33	#F564E3	34	631.891392970547	670.223610253597
WZM0076346	4E1	d_33	#F564E3	27	472.591276488706	584.529065251381
WZM0076347	4E1	d_33	#F564E3	36	576.61527022694	668.997692520027
WZM0076348	4E1	d_33	#F564E3	31	541.825494032957	553.213880840386
WZM0076349	4E1	d_33	#F564E3	33	560.677817375868	560.481257907183
WZM0076350	4E1	d_33	#F564E3	27	498.640258223424	595.182437333867
WZM0076351	4E1	d_33	#F564E3	36	586.24734329289	650.679749410997
WZM0076353	4E1	d_33	#F564E3	36	545.029239040276	638.207907390125
WZM0076354	4E1	d_33	#F564E3	35	582.482468489563	600.410680442555
WZM0076355	4E1	d_33	#F564E3	35	599.546527836013	607.090403393829
WZM0076356	4E1	d_33	#F564E3	29	552.683267551946	497.425179280055
WZM0076357	4E1	d_33	#F564E3	35	573.11419449354	589.00886329808
WZM0076358	4E1	d_33	#F564E3	42	320.812751350695	775.471137366973
WZM0076359	4E1	d_33	#F564E3	36	585.364982943842	597.910965910527
WZM0076360	4E1	d_33	#F564E3	33	543.538082733287	530.628600891177
WZM0076361	4E1	d_33	#F564E3	35	622.238802805948	560.296230260655
WZM0076362	4E1	d_33	#F564E3	35	572.363035635368	608.865073652242
WZM0076363	4E1	d_33	#F564E3	36	588.129527364836	629.259364922738
WZM0076364	4E1	d_33	#F564E3	35	598.022626078112	633.593571075582
WZM0076365	4E1	d_33	#F564E3	35	575.68497783018	581.449901367055
WZM0076366	4E1	d_33	#F564E3	35	580.325527077567	672.677492557878
WZM0076367	4E1	d_33	#F564E3	29	638.053163112717	493.541294332526
WZM0076368	4E1	d_33	#F564E3	25	506.501381782312	616.762442272338
WZM0076370	4E1	d_33	#F564E3	31	613.77814853593	587.935364540687
WZM0076371	4E1	d_33	#F564E3	36	583.652860294599	645.28418110867
WZM0076372	4E1	d_33	#F564E3	42	369.778604994159	777.563396579194
WZM0076373	4E1	d_33	#F564E3	35	618.026560336102	637.347376214857
WZM0076374	4E1	d_33	#F564E3	33	517.504432911731	471.720436250154
WZM0076376	4E1	d_33	#F564E3	35	599.944862716507	603.675258522377
WZM0076377	4E1	d_33	#F564E3	53	827.092823847191	716.754146066116
WZM0076378	4E1	d_33	#F564E3	41	404.037301855715	784.840778814064
WZM0076379	4E1	d_33	#F564E3	36	590.749946880564	607.597468424467
WZM0076380	4E1	d_33	#F564E3	34	636.167122478095	659.383800137172
WZM0076381	4E1	d_33	#F564E3	35	576.267619740718	637.163246656607
WZM0076382	4E1	d_33	#F564E3	36	544.020551599426	678.572862705779
WZM0076383	4E1	d_33	#F564E3	25	462.032794526903	688.861807690515
WZM0076384	4E1	d_33	#F564E3	35	606.032713629603	658.026176592613
WZM0082001	3B3	d_62	#F8766D	18	165.508823492326	476.735260595433
WZM0082002	3B3	d_62	#F8766D	10	411.692247901412	418.999317026248
WZM0082003	3B3	d_62	#F8766D	30	514.563624208162	554.081849695614
WZM0082004	3B3	d_62	#F8766D	10	475.281864763704	442.130093695096
WZM0082005	3B3	d_62	#F8766D	39	242.783233477492	757.045247108663
WZM0082006	3B3	d_62	#F8766D	24	506.577475077844	658.157004682393
WZM0082007	3B3	d_62	#F8766D	27	533.230051352348	565.580411150684
WZM0082008	3B3	d_62	#F8766D	9	342.710227828242	430.688986541686
WZM0082009	3B3	d_62	#F8766D	8	486.429572629361	548.671021068723
WZM0082011	3B3	d_62	#F8766D	48	809.192007780993	633.357515425651
WZM0082012	3B3	d_62	#F8766D	8	423.96671653273	523.036345447336
WZM0082013	3B3	d_62	#F8766D	29	568.257468297366	505.060669040263
WZM0082014	3B3	d_62	#F8766D	39	204.655457721172	800.347201296732
WZM0082015	3B3	d_62	#F8766D	24	535.699696937497	661.493086509726
WZM0082016	3B3	d_62	#F8766D	8	418.646333469963	542.352824456405
WZM0082017	3B3	d_62	#F8766D	19	231.049824489138	268.668378781147
WZM0082018	3B3	d_62	#F8766D	8	421.803009418566	492.938906084748
WZM0082019	3B3	d_62	#F8766D	27	455.24399325633	615.586575439476
WZM0082020	3B3	d_62	#F8766D	12	337.626426296908	465.142477062159
WZM0082021	3B3	d_62	#F8766D	48	844.054325391352	667.403585501732
WZM0082022	3B3	d_62	#F8766D	54	855.870383939742	654.568829083524
WZM0082023	3B3	d_62	#F8766D	16	141.829258942843	392.122051052133
WZM0082025	3B3	d_62	#F8766D	31	538.556843232451	539.709740417519
WZM0082026	3B3	d_62	#F8766D	10	477.559564886447	435.851696929347
WZM0082027	3B3	d_62	#F8766D	9	347.269090862317	515.092156986742
WZM0082028	3B3	d_62	#F8766D	27	413.027402718475	581.683757777847
WZM0082029	3B3	d_62	#F8766D	24	551.18494899221	628.764664492878
WZM0082030	3B3	d_62	#F8766D	28	407.692082835107	647.602838407736
WZM0082031	3B3	d_62	#F8766D	33	528.228655240442	550.576277697991
WZM0082032	3B3	d_62	#F8766D	14	325.931045324069	330.082679343344
WZM0082033	3B3	d_62	#F8766D	8	422.558535092479	473.411006670457
WZM0082035	3B3	d_62	#F8766D	29	594.133783415274	500.158416830221
WZM0082036	3B3	d_62	#F8766D	43	380.383200940032	812.299429693972
WZM0082037	3B3	d_62	#F8766D	32	623.473233722439	634.62327059195
WZM0082038	3B3	d_62	#F8766D	17	155.306095510371	549.917968214982
WZM0082039	3B3	d_62	#F8766D	25	472.155893438452	742.532537027689
WZM0082040	3B3	d_62	#F8766D	33	549.459505377465	567.827216884071
WZM0082041	3B3	d_62	#F8766D	33	537.354685405954	533.309589923513
WZM0082042	3B3	d_62	#F8766D	7	246.900700146341	82.5526768584015
WZM0082043	3B3	d_62	#F8766D	3	187.264491343428	154.743188673697
WZM0082044	3B3	d_62	#F8766D	29	589.254572489857	475.064484554119
WZM0082045	3B3	d_62	#F8766D	31	524.559627983427	594.4553935473
WZM0082046	3B3	d_62	#F8766D	12	251.578804888238	410.209308618343
WZM0082048	3B3	d_62	#F8766D	47	850.718679568838	609.029017316373
WZM0082049	3B3	d_62	#F8766D	33	525.270920684881	480.983561862131
WZM0082050	3B3	d_62	#F8766D	39	268.441555798291	791.523897419148
WZM0082051	3B3	d_62	#F8766D	14	288.600500886551	382.513644996935
WZM0082052	3B3	d_62	#F8766D	10	459.588272863648	436.91322968144
WZM0082053	3B3	d_62	#F8766D	28	464.605783965618	679.069025505435
WZM0082054	3B3	d_62	#F8766D	29	520.272281220915	497.674134947352
WZM0082055	3B3	d_62	#F8766D	35	553.195728453114	612.277075750588
WZM0082056	3B3	d_62	#F8766D	26	233.019307607723	640.374537595255
WZM0082057	3B3	d_62	#F8766D	24	536.12170962405	628.427208415261
WZM0082058	3B3	d_62	#F8766D	33	546.206966881985	525.529389502687
WZM0082059	3B3	d_62	#F8766D	31	538.466712734228	567.760075031657
WZM0082061	3B3	d_62	#F8766D	37	240.405357116116	838.182747300492
WZM0082063	3B3	d_62	#F8766D	17	181.351603309847	574.174619589536
WZM0082064	3B3	d_62	#F8766D	28	459.850720391883	680.06908496679
WZM0082065	3B3	d_62	#F8766D	40	459.62157301811	826.592740695299
WZM0082066	3B3	d_62	#F8766D	14	314.014070473126	370.677522163512
WZM0082067	3B3	d_62	#F8766D	36	550.163091039666	664.041689177811
WZM0082068	3B3	d_62	#F8766D	10	457.596970342009	390.031826828763
WZM0082069	3B3	d_62	#F8766D	15	53.9813999927092	458.483478851179
WZM0082070	3B3	d_62	#F8766D	47	900.165485285577	571.300184683307
WZM0082071	3B3	d_62	#F8766D	41	406.019656441338	783.690642190892
WZM0082072	3B3	d_62	#F8766D	31	492.977273875428	535.737215614608
WZM0082073	3B3	d_62	#F8766D	31	516.688695818354	491.468031042588
WZM0082074	3B3	d_62	#F8766D	26	274.867383380306	705.689860436335
WZM0082075	3B3	d_62	#F8766D	42	305.43966884042	770.518980566821
WZM0082076	3B3	d_62	#F8766D	11	335.640539347492	491.551482215727
WZM0082077	3B3	d_62	#F8766D	47	865.306816198668	551.174532051434
WZM0082078	3B3	d_62	#F8766D	29	577.072180007646	509.021628900849
WZM0082079	3B3	d_62	#F8766D	26	266.163451949402	673.099471236502
WZM0082080	3B3	d_62	#F8766D	20	78.9355258579043	384.375428439268
WZM0082081	3B3	d_62	#F8766D	28	403.280090031767	651.152214834896
WZM0082082	3B3	d_62	#F8766D	30	494.814650314552	595.510917095602
WZM0082083	3B3	d_62	#F8766D	16	167.264865209127	416.282169166214
WZM0082084	3B3	d_62	#F8766D	31	511.285413103046	526.78034655005
WZM0082085	3B3	d_62	#F8766D	31	479.971234666397	502.913806910578
WZM0082086	3B3	d_62	#F8766D	17	160.666033315814	547.605556417702
WZM0082087	3B3	d_62	#F8766D	24	579.807164215308	667.610438120018
WZM0082088	3B3	d_62	#F8766D	10	467.013106321135	427.757076927687
WZM0082089	3B3	d_62	#F8766D	29	593.470453081182	513.0634528986
WZM0082090	3B3	d_62	#F8766D	33	533.312319694587	496.876228672685
WZM0082091	3B3	d_62	#F8766D	35	562.156064967411	619.472174961729
WZM0082092	3B3	d_62	#F8766D	21	171.268707887681	267.572818953193
WZM0082094	3B3	d_62	#F8766D	43	431.39596275251	814.007841685497
WZM0082095	3B3	d_62	#F8766D	17	202.83600698546	535.620822887824
WZM0082097	3B3	d_62	#F8766D	36	602.025179564509	634.07365288538
WZM0082098	3B3	d_62	#F8766D	34	618.859377331342	655.535943429166
WZM0082099	3B3	d_62	#F8766D	28	458.57298668841	649.009900179232
WZM0082100	3B3	d_62	#F8766D	27	462.53097518317	562.993500816079
WZM0082101	3B3	d_62	#F8766D	9	319.853716918262	460.16857473185
WZM0082102	3B3	d_62	#F8766D	36	491.246569142957	683.647616238136
WZM0082103	3B3	d_62	#F8766D	39	190.638615828468	762.209329680626
WZM0082104	3B3	d_62	#F8766D	27	474.990182789388	541.78883233005
WZM0082105	3B3	d_62	#F8766D	8	406.946436174179	500.998719209211
WZM0082106	3B3	d_62	#F8766D	28	450.398220219862	677.063217491103
WZM0082107	3B3	d_62	#F8766D	10	384.976861128316	453.65617529872
WZM0082108	3B3	d_62	#F8766D	15	72.8919365041895	454.657201969387
WZM0082109	3B3	d_62	#F8766D	25	404.093865287023	710.983470347881
WZM0082110	3B3	d_62	#F8766D	28	483.999319663924	656.241977335232
WZM0082111	3B3	d_62	#F8766D	31	528.315860959217	557.651070831842
WZM0082112	3B3	d_62	#F8766D	17	193.540553453616	529.34628242713
WZM0082113	3B3	d_62	#F8766D	32	597.241012549157	613.682285968349
WZM0082115	3B3	d_62	#F8766D	9	381.356429559013	458.987624065164
WZM0082116	3B3	d_62	#F8766D	14	352.592005201423	350.777437818888
WZM0082117	3B3	d_62	#F8766D	32	653.393544624463	612.942542510159
WZM0082118	3B3	d_62	#F8766D	31	522.171888324721	529.398936340178
WZM0082119	3B3	d_62	#F8766D	26	259.188878635304	688.253963090523
WZM0082121	3B3	d_62	#F8766D	21	175.818111037956	300.99730879075
WZM0082122	3B3	d_62	#F8766D	38	391.769026464882	838.263050380567
WZM0082123	3B3	d_62	#F8766D	9	402.421688149191	484.845608139162
WZM0082124	3B3	d_62	#F8766D	54	910.980200912522	643.033917074344
WZM0082125	3B3	d_62	#F8766D	30	435.069551951189	630.522794279618
WZM0082126	3B3	d_62	#F8766D	28	439.215182687367	605.395037635522
WZM0082128	3B3	d_62	#F8766D	21	185.730408885237	248.769668282686
WZM0082129	3B3	d_62	#F8766D	28	510.715730753765	622.36042083578
WZM0082132	3B3	d_62	#F8766D	25	515.97611065203	716.295620487597
WZM0082133	3B3	d_62	#F8766D	10	482.809896281469	440.894877166456
WZM0082134	3B3	d_62	#F8766D	14	299.852057762042	395.499591904234
WZM0082135	3B3	d_62	#F8766D	35	603.906589827403	599.648797159271
WZM0082136	3B3	d_62	#F8766D	31	461.472692808307	577.030141134651
WZM0082139	3B3	d_62	#F8766D	9	390.653923061395	494.927219762592
WZM0082140	3B3	d_62	#F8766D	26	278.946230283239	683.052650709342
WZM0082141	3B3	d_62	#F8766D	44	466.970737148284	966.834567755998
WZM0082142	3B3	d_62	#F8766D	24	542.397316195325	651.083004240753
WZM0082143	3B3	d_62	#F8766D	20	37.8437849135632	357.477018061892
WZM0082144	3B3	d_62	#F8766D	22	98.862420426526	413.686529458886
WZM0082145	3B3	d_62	#F8766D	40	354.949445831208	821.603827438534
WZM0082146	3B3	d_62	#F8766D	27	426.95719310394	545.446623938287
WZM0082147	3B3	d_62	#F8766D	22	76.8680842281573	419.44019636686
WZM0082150	3B3	d_62	#F8766D	28	456.043096438087	676.153186906236
WZM0082151	3B3	d_62	#F8766D	10	477.981613826828	457.605736640439
WZM0082152	3B3	d_62	#F8766D	35	569.999143241206	624.290708774035
WZM0082153	3B3	d_62	#F8766D	12	295.727533160312	452.733281222832
WZM0082154	3B3	d_62	#F8766D	17	138.438164700573	570.957521910622
WZM0082155	3B3	d_62	#F8766D	29	567.380096918006	508.034613106929
WZM0082156	3B3	d_62	#F8766D	8	396.04452541056	452.836981303865
WZM0082158	3B3	d_62	#F8766D	10	437.364749540877	434.422850717905
WZM0082159	3B3	d_62	#F8766D	18	87.9194287841309	459.355123572838
WZM0082160	3B3	d_62	#F8766D	29	579.852680924055	501.96218297835
WZM0082161	3B3	d_62	#F8766D	8	426.66845408558	483.383344321456
WZM0082162	3B3	d_62	#F8766D	28	418.87546693867	652.402165068355
WZM0082163	3B3	d_62	#F8766D	10	441.180873471836	394.279993178653
WZM0082164	3B3	d_62	#F8766D	54	907.734029886232	631.536928784405
WZM0082165	3B3	d_62	#F8766D	41	415.524028378622	788.198313467768
WZM0082167	3B3	d_62	#F8766D	23	129.647643540365	370.273232111999
WZM0082168	3B3	d_62	#F8766D	12	293.453698255802	394.542176904149
WZM0082169	3B3	d_62	#F8766D	33	524.748540658201	526.954589526446
WZM0082170	3B3	d_62	#F8766D	37	261.771902242688	835.807866405185
WZM0082171	3B3	d_62	#F8766D	29	561.715984805606	497.644556771567
WZM0082172	3B3	d_62	#F8766D	31	584.97482399288	604.324430608176
WZM0082173	3B3	d_62	#F8766D	29	602.2778840878	495.342826596108
WZM0082174	3B3	d_62	#F8766D	26	277.74398778687	692.35925418807
WZM0082175	3B3	d_62	#F8766D	10	512.517445342931	448.925603091238
WZM0082176	3B3	d_62	#F8766D	9	327.917667080377	474.39291372726
WZM0082177	3B3	d_62	#F8766D	10	414.676096527275	438.400697508188
WZM0082178	3B3	d_62	#F8766D	9	358.319918957201	498.174488488917
WZM0082179	3B3	d_62	#F8766D	16	188.082239082475	447.084553405101
WZM0082180	3B3	d_62	#F8766D	47	805.247042761377	563.879514049971
WZM0082181	3B3	d_62	#F8766D	8	446.538768507771	491.434762035887
WZM0082182	3B3	d_62	#F8766D	24	544.106500505791	640.662726119062
WZM0082183	3B3	d_62	#F8766D	12	353.067737526079	425.893010889172
WZM0082184	3B3	d_62	#F8766D	29	605.553742036791	467.503354135797
WZM0082185	3B3	d_62	#F8766D	32	551.080551852597	616.034879293391
WZM0082186	3B3	d_62	#F8766D	40	387.984779875627	860.929465684112
WZM0082187	3B3	d_62	#F8766D	37	265.411557125145	812.58766310589
WZM0082188	3B3	d_62	#F8766D	29	572.464166758588	478.99766464373
WZM0082189	3B3	d_62	#F8766D	15	90.98363962603	470.813785631393
WZM0082190	3B3	d_62	#F8766D	28	418.123717124076	649.086279750327
WZM0082191	3B3	d_62	#F8766D	16	173.54245278985	497.709587072102
WZM0082192	3B3	d_62	#F8766D	29	573.778203162095	462.576280345006
WZM0082193	3B3	d_62	#F8766D	40	360.864746645879	867.425189053828
WZM0082194	3B3	d_62	#F8766D	32	596.396226372732	587.419110878621
WZM0082195	3B3	d_62	#F8766D	15	105.662029595307	481.292584556417
WZM0082196	3B3	d_62	#F8766D	11	324.8668844514	448.297543611898
WZM0082197	3B3	d_62	#F8766D	27	442.323942830092	571.490136893587
WZM0082198	3B3	d_62	#F8766D	1	144.008956856127	89.2296148784799
WZM0082199	3B3	d_62	#F8766D	11	301.547622735787	473.980184206048
WZM0082200	3B3	d_62	#F8766D	25	399.566546380883	759.692065464875
WZM0082201	3B3	d_62	#F8766D	28	427.49736226746	621.62999229518
WZM0082202	3B3	d_62	#F8766D	15	68.5132719394178	420.205516221843
WZM0082203	3B3	d_62	#F8766D	33	551.625270778723	503.75508534934
WZM0082205	3B3	d_62	#F8766D	10	421.454283281261	390.474072647972
WZM0082206	3B3	d_62	#F8766D	10	385.394999531408	388.230736061264
WZM0082207	3B3	d_62	#F8766D	44	444.023206773395	950.645572774196
WZM0082209	3B3	d_62	#F8766D	25	432.23950513466	739.243761915748
WZM0082210	3B3	d_62	#F8766D	35	592.369787041304	565.274069993564
WZM0082211	3B3	d_62	#F8766D	33	562.781635369795	510.296175325437
WZM0082212	3B3	d_62	#F8766D	21	195.378425115862	261.528447398858
WZM0082213	3B3	d_62	#F8766D	21	199.133936112375	300.805961515696
WZM0082214	3B3	d_62	#F8766D	25	465.151860143268	773.210719300168
WZM0082215	3B3	d_62	#F8766D	24	512.491728656002	698.182350555381
WZM0082216	3B3	d_62	#F8766D	24	558.172963415963	612.246394521788
WZM0082217	3B3	d_62	#F8766D	42	329.284222120225	788.268992228027
WZM0082218	3B3	d_62	#F8766D	10	447.915818841296	409.22597256711
WZM0082219	3B3	d_62	#F8766D	24	506.110739030341	673.600716228543
WZM0082222	3B3	d_62	#F8766D	34	598.816949841579	661.721995628801
WZM0082223	3B3	d_62	#F8766D	16	218.650094506579	406.471430374091
WZM0082224	3B3	d_62	#F8766D	44	395.015742936041	899.478874911527
WZM0082225	3B3	d_62	#F8766D	31	488.931837262168	618.152386372211
WZM0082226	3B3	d_62	#F8766D	26	282.356541857013	681.893097607624
WZM0082227	3B3	d_62	#F8766D	31	460.674099829296	550.772269734278
WZM0082229	3B3	d_62	#F8766D	25	434.195563976358	728.464091019022
WZM0082230	3B3	d_62	#F8766D	28	453.928271375446	640.668743216093
WZM0082231	3B3	d_62	#F8766D	5	258.139719202709	52.9812431605714
WZM0082233	3B3	d_62	#F8766D	33	548.523584275053	473.395494053291
WZM0082234	3B3	d_62	#F8766D	23	111.76992638968	398.126165704957
WZM0082235	3B3	d_62	#F8766D	38	406.231001536531	886.779680118643
WZM0082236	3B3	d_62	#F8766D	39	222.122472272423	802.445550923798
WZM0082237	3B3	d_62	#F8766D	9	349.948424706425	435.371972432023
WZM0082238	3B3	d_62	#F8766D	44	460.239830977226	938.019063423173
WZM0082239	3B3	d_62	#F8766D	24	486.711386754977	659.384526514157
WZM0082240	3B3	d_62	#F8766D	28	405.197943553576	671.419350170895
WZM0082241	3B3	d_62	#F8766D	24	532.918794260476	657.190310677007
WZM0082242	3B3	d_62	#F8766D	31	536.978820768815	543.128034219276
WZM0082243	3B3	d_62	#F8766D	10	462.064910414439	427.407324570645
WZM0082244	3B3	d_62	#F8766D	10	418.359410048589	420.340761464503
WZM0082245	3B3	d_62	#F8766D	20	54.5974119389289	347.197436063782
WZM0082246	3B3	d_62	#F8766D	17	200.374121742152	548.403477941301
WZM0082247	3B3	d_62	#F8766D	33	546.357739065553	548.612088360799
WZM0082248	3B3	d_62	#F8766D	34	621.449254937687	622.302786918678
WZM0082249	3B3	d_62	#F8766D	31	515.713075437677	512.63996440553
WZM0082250	3B3	d_62	#F8766D	8	437.04801009713	485.149590166005
WZM0082251	3B3	d_62	#F8766D	12	357.66169460056	448.749317653828
WZM0082252	3B3	d_62	#F8766D	41	379.969207934967	770.088337221353
WZM0082253	3B3	d_62	#F8766D	12	357.63793698256	424.018892804775
WZM0082254	3B3	d_62	#F8766D	10	431.952889107026	419.484080486075
WZM0082255	3B3	d_62	#F8766D	24	545.331964984408	611.227235246061
WZM0082256	3B3	d_62	#F8766D	31	543.819967432501	529.612221857635
WZM0082257	3B3	d_62	#F8766D	47	872.22727896369	620.007118471228
WZM0082259	3B3	d_62	#F8766D	17	210.680353861524	561.524955538974
WZM0082260	3B3	d_62	#F8766D	16	169.469696737437	478.530561932391
WZM0082261	3B3	d_62	#F8766D	29	559.339081061301	479.032982147099
WZM0082263	3B3	d_62	#F8766D	10	463.000183528451	401.792329801668
WZM0082264	3B3	d_62	#F8766D	44	488.435686463576	933.633750498074
WZM0082265	3B3	d_62	#F8766D	26	257.993076359774	733.269257454404
WZM0082266	3B3	d_62	#F8766D	42	297.314337908936	810.66154836305
WZM0082267	3B3	d_62	#F8766D	11	245.652197131545	500.446669092538
WZM0082268	3B3	d_62	#F8766D	8	430.858885563375	491.325412482283
WZM0082269	3B3	d_62	#F8766D	12	293.602725106313	432.626219614455
WZM0082270	3B3	d_62	#F8766D	28	432.837407308468	647.128835127549
WZM0082271	3B3	d_62	#F8766D	11	209.667938097106	488.957294077496
WZM0082272	3B3	d_62	#F8766D	31	560.550609849641	575.936331546755
WZM0082275	3B3	d_62	#F8766D	8	438.886053122325	497.6852580113
WZM0082276	3B3	d_62	#F8766D	21	174.193364809078	208.738886881199
WZM0082277	3B3	d_62	#F8766D	15	55.2315890354697	447.533966627973
WZM0082278	3B3	d_62	#F8766D	26	290.39066248558	715.10148231259
WZM0082279	3B3	d_62	#F8766D	10	458.858089168635	440.592690552114
WZM0082280	3B3	d_62	#F8766D	21	164.345640398323	300.806095500202
WZM0082282	3B3	d_62	#F8766D	10	334.004769940132	455.086308717897
WZM0082283	3B3	d_62	#F8766D	12	254.720925017847	382.745197739694
WZM0082284	3B3	d_62	#F8766D	24	568.129798564372	619.389002654859
WZM0082285	3B3	d_62	#F8766D	44	495.810748690485	944.657720376916
WZM0082286	3B3	d_62	#F8766D	11	205.73170747362	496.768295296907
WZM0082287	3B3	d_62	#F8766D	37	299.715420881635	829.076709988883
WZM0082288	3B3	d_62	#F8766D	14	307.480244425971	356.830943265496
WZM0082290	3B3	d_62	#F8766D	37	243.145536737877	800.815434896287
WZM0082291	3B3	d_62	#F8766D	8	469.618628424372	528.60623999002
WZM0082292	3B3	d_62	#F8766D	9	308.510747429933	487.909405258195
WZM0082293	3B3	d_62	#F8766D	48	835.569729109744	638.799605841185
WZM0082294	3B3	d_62	#F8766D	32	579.184379597451	579.798304230458
WZM0082295	3B3	d_62	#F8766D	2	107.659638107161	234.750310055998
WZM0082296	3B3	d_62	#F8766D	7	256.120693486393	48.1986581039936
WZM0082297	3B3	d_62	#F8766D	8	414.424393907009	451.31123830819
WZM0082298	3B3	d_62	#F8766D	20	106.90702731481	428.891491619093
WZM0082299	3B3	d_62	#F8766D	24	542.319876399405	651.644010713876
WZM0082300	3B3	d_62	#F8766D	24	487.604531281195	650.670873547717
WZM0082301	3B3	d_62	#F8766D	24	493.425347295844	685.711452594215
WZM0082303	3B3	d_62	#F8766D	9	338.963911940734	420.714642197045
WZM0082304	3B3	d_62	#F8766D	12	343.360922835201	464.581460454214
WZM0082305	3B3	d_62	#F8766D	11	230.310644191727	533.454962263928
